301162.87500,371057.90625
323961.37500,367495.43750
38830.66016,83059.83594
38386.64062,86188.59375
42826.29688,82244.06250
32697.31445,82027.43750
31568.55664,75826.67969
175868.43750,229363.60938
60600.47656,101315.48438
30662.43945,72563.00000
57815.71484,108573.26562
56511.81641,105567.39844
68954.20312,116253.60938
71915.90625,121352.98438
73375.55469,120737.93750
74218.86719,120724.92969
71485.33594,120669.11719
115176.77344,165976.31250
194889.29688,253011.85938
331619.12500,402932.25000
428445.87500,488340.37500
285097.68750,338222.75000
480755.87500,547026.37500
626529.50000,711023.25000
307319.68750,378455.65625
411289.75000,498556.00000
388627.09375,464076.78125
381018.37500,511418.46875
453862.75000,548069.18750
282044.12500,355616.75000
358176.62500,435282.87500
564341.75000,647693.37500
428825.90625,508153.53125
540862.93750,641794.06250
471110.37500,572315.50000
452071.28125,533688.06250
434834.87500,528138.87500
456151.40625,542981.87500
215544.70312,278061.50000
393148.56250,461030.21875
238523.65625,301559.68750
320343.31250,389249.90625
346997.40625,422314.37500
253411.71875,311493.46875
366093.43750,430545.46875
368391.68750,433832.00000
374551.53125,450292.37500
264856.50000,327985.37500
198163.71875,265650.78125
450324.62500,521996.06250
665004.81250,740878.93750
525339.31250,588691.75000
547918.06250,641252.12500
472841.71875,537959.68750
414423.37500,495238.75000
426711.31250,522445.96875
628076.93750,777785.31250
392307.71875,486299.78125
461936.62500,551501.68750
812390.87500,914902.93750
516989.40625,610813.56250
683151.68750,789180.87500
699578.06250,789869.31250
766856.00000,868041.31250
411320.75000,499897.37500
639562.25000,736931.00000
308277.87500,362711.84375
504095.03125,590389.37500
673109.06250,743094.37500
469325.46875,542121.18750
220300.54688,276519.21875
321756.87500,368578.37500
224703.26562,267703.37500
498767.12500,561056.50000
221569.68750,261198.37500
466748.43750,524858.31250
197311.37500,244264.40625
296491.65625,359424.71875
392699.09375,453205.56250
507211.46875,565509.81250
228505.70312,275891.75000
556714.87500,623052.50000
515196.90625,598219.00000
745239.37500,808438.62500
706145.81250,767546.62500
447815.40625,512601.90625
977688.18750,1110214.12500
368374.87500,429786.68750
548930.43750,665216.18750
1006093.43750,1082124.00000
874859.25000,1009463.00000
635245.62500,720807.25000
590089.87500,709929.43750
465023.40625,537577.68750
1105657.00000,1237844.50000
636168.37500,695135.81250
701597.75000,754874.18750
741803.93750,807217.93750
601751.50000,697668.75000
222870.09375,286135.12500
127915.89062,167002.32812
486440.12500,550192.37500
530315.25000,614648.56250
451911.37500,516149.65625
171947.92188,219170.98438
155531.56250,228042.57812
394604.46875,465563.50000
419120.81250,483097.78125
454465.75000,541266.81250
486179.84375,571214.56250
328908.56250,400437.84375
465959.28125,554603.93750
389423.81250,455266.75000
377413.03125,439613.78125
258862.81250,320960.68750
169353.76562,211916.10938
257970.14062,297797.56250
136339.45312,172823.21875
622950.62500,670688.62500
146448.29688,181854.57812
187110.54688,237112.12500
416378.43750,478665.46875
309382.53125,350982.15625
144751.98438,180631.26562
231470.37500,264907.62500
224500.37500,267616.56250
227170.56250,259511.50000
354372.15625,399523.68750
161146.64062,209294.78125
196180.90625,239047.06250
158969.34375,190443.32812
535744.25000,584684.25000
176795.57812,206433.87500
216009.81250,253236.98438
221410.20312,263773.00000
182106.14062,220090.96875
220511.09375,245838.32812
124090.38281,149992.64062
162158.07812,192075.56250
340042.40625,376812.87500
130162.67969,153484.26562
255822.43750,284284.84375
102661.06250,135372.54688
102174.86719,121254.73438
54841.60547,75493.51562
83566.18750,102663.36719
106931.32812,137548.29688
110684.39844,134963.06250
70056.79688,88169.45312
94911.61719,113969.57812
88263.39062,104973.02344
250360.18750,272184.06250
56814.55469,69971.02344
36349.34375,48135.55469
32840.00000,44912.36328
59829.28906,72726.48438
25115.32227,34825.16406
40109.82422,52688.41016
24053.38477,33960.93750
28302.59180,37646.16016
28292.10547,35947.17188
38441.48047,45605.19922
43368.97656,50256.72656
17094.08398,23220.74219
29272.18555,35531.07031
28937.00586,34296.33984
14953.43848,19077.25000
19667.37695,21416.16797
24334.51758,28883.43359
21352.04492,24240.56836
17076.19922,21267.44922
13022.12109,16375.92773
10412.45508,12858.40234
12015.30273,14513.75391
11222.13770,14130.67773
11644.78516,13470.21680
13103.94238,14712.86719
11714.02246,12826.36328
12339.41895,13837.06055
11725.33203,12240.35254
12686.84668,14008.23047
11119.22656,11368.20508
981.35999,1064.00000
